rootId:ID,root,transliteration,:LABEL,descriptionTr,descriptionEn,translationTr,translationEn
506,"كنن","knn","Root","To cover, conceal, keep secret, keep from site, hidden, refuge, veil/covering","","saklı","shelters"
507,"عقد","Eqd","Root","to tie in a knot, make a knot, strike a bargain, contract, make a compact, enter into an obligation, bind, judgement, consideration of one's affairs, management, promise of obedience or vow of allegiance.","","akdi","pledged"
508,"قتر","qtr","Root","to be stingy, tight-fisted, niggardly, have scantily, be barely sufficient (sustenance), give bare sustenance. qatarun & qataratun - dust, gloom (of sorrow), darkness, stinginess. qaturun - niggardly. muqtirun - to be in reduced circumstances, straitened.","","karalık","dust"
509,"نصف","nSf","Root","half, reach its middle/midst, divide a thing into halves.","","yarısı","(is) half"
510,"حفظ","HfZ","Root","To preserve/guard/protect a thing, take care of a thing, prevent a thing from perishing, to be careful/mindful/regardful/attentive/considerate concerning a thing, to keep a thing, put in store, retain a thing, learn a thing by heart (commit to memory), to remember, to defend, keep a thing from getting lost, to be observant or watchful, apply oneself/assiduously/constantly/perseveringly, vigilant or heedful, to anger a person or be angered.","","bekçi","guarded"
511,"ركب","rkb","Root","to ride, embark, mount, be carried, go on board of a ship, voyage on (the sea), walk on (a road), commit (a fault). rakbun - caravan. rukban (pl. of rakib) - one who rides, mounted. rikab - camels. rakub - use of a beast for riding. mutarakibun - laying in heaps, ridden on one another, close growing, cluster over clustered, layer upon layer. tarkabunna - to pass on, rise, ascend.","","deve","riding"
512,"قرض","qrD","Root","to cut, turn away from, severe, do good deed.","","bir borç","a loan"
513,"ضعف","DEf","Root","to be weak/feeble/infirm. To think repute, esteem, treat or hold a person weak. To exceed, twofold, manyfold, double, triple, multiple words. Like, an equal portion or as much again.","","aciz","weak"
514,"قبض","qbD","Root","take with hand by actual touch/feel, close, grasp, clutch, seize, contract/draw/collect together, take posession, with reference to birds contract their wings, quick in flight/pace.","","alınan","in hand"
515,"بسط","bsT","Root","","","açar","reach"
516,"ملا","mlA","Root","To fill, satisfy, help. ""The sap or vigour of youth, or young manhood became fuller mantled in a person"". Satisfy/Glut. Aid, assist, conform with to do a thing. Assembly. Utmost [such as pulling a bow as far back as possible]. ""The utmost of his power a","","dolusu","full"
517,"جسم","jsm","Root","To be great or large, big/bulky/large in body, corpulent or corporeal, big-bodied.","","cisimleri","their bodies"
518,"بقي","bqy","Root","","","kalıcı","lasting"
519,"حمل","Hml","Root","bore it, carried it, took it up, carried it, convey, show/manifest, carry a thing upon one's back or head, bear a burden, become pregnant with or conceive a child (woman), to go about spreading calumny or slander, give someone a beast to ride, mount someone upon a beast of burden, show or manifest anger, task or fatigue oneself, take a responsibility upon oneself, incite someone to do a thing, produce or put forth something [such as a tree produces or puts forth its fruit], narrate and write down a thing [particularly matters of science and knowledge], carry or do a thing, bear the burden of a calumny, to charge with a crime.","","gebe","lay"
520,"جند","jnd","Root","Collect or assemble [armies, military forces], prepare an army, Jundun [collected body of men prepared for war; auxiliaries].","","ordu","host"
521,"غرف","grf","Root","took, cut, cut off, clip, bent, broken; quantity (of water) that is taken by the hand; chamber in the uppermost story, the highest of the places of Paradise; a certain large measure of capacity; having much water; swift.","","odalar","takes"
522,"جوز","jwz","Root","To pass in or pass along a place, leave it (a place) behind, pass through a place, traverse or cross, pass beyond a place, exceed or transgress the proper bound/limit/measure, excessive/extravagant/immoderate, allowable (pass as right or sound or valid or lawful), effect a judgement or opinion, give, clear away, relax or remit, overlook.","","ve geçeriz","he crossed it"
523,"فاي","fAy","Root","","","topluluk","group"
524,"غلب","glb","Root","overcame, conquered, subdued, mastered, surpassed, superior in power or force, gain victory. aghlabu - thick (with trees), ghulban - luxuriant.","","yendi","overcome"
525,"برز","brz","Root","went/came/passed out/forth, issued, appeared, became apparent/manifest/evident, became prominent/projecting, put forth, produce/publish, uncovered, outstrip/surpass, go beyond a thing, a man characterized by pleasing/goodly aspect and by intelligence, a field or wide expanse of land without trees.","","çıkınca","they leave"
526,"فرغ","frg","Root","to be empty, vacant, to finish a thing, cease from, be unoccupied, be free from (other things)","","dök","Pour"
527,"ثبت","vbt","Root","to be firm/steadfast/constant/established, remain in (a place), preserve in doing, to continue/endure. thabbata - to strengthen/fasten/consolidate. thubuut - steadfastness, stability, firmly planted. thaabit - remaining firmly fixed, firm, steadfast. thabbata - to confirm/establish, steadfast. tathbiit - confirmation, establishment. athbataa - to confirm, keep in bonds, confine, restrain (e.g. from doing a deed). To render something true or valid, to declare something obligatory, permanence, certainty, a state of being established.","","sabit","(is) firm"
528,"هزم","hzm","Root","to rout, defeat, overcome, put to flight.","","bozulacak","So they defeated them"
529,"دفع","dfE","Root","To push, pay over to, repel, drive away, avert, defend, discard, refute, quiet, plead, deliver up, dash (torrent), struggle, hinder.","","savunun","Repel"
530,"بيع","byE","Root","","","alışveriş","sale"
531,"خلل","xll","Root","To become lean, to diminish/decrease/waste away, to be poor, be of want or need, to perforate/pierce/skewer a thing, to remove/transfer/shift, to pick or extract the remains of, put into the interstices of a thing, to spoil or become sour, make wine into vinegar, act as a true and sincere friend, fall short of accomplishing a task, to neglect/omit or leave undone, to absent one's self, produce bad fruit, enter/penetrate or pass through, interrupt or intervene, to be shaky/ loose/ faulty/ defective, to be uncompact/disordered/unsound, to be corrupt or disordered in temperament, to attire with an anklet or pair of anklets, to be old and worn out, to die and leave a gap/ vacancy, to be of habit/ custom, show true and sincere affection/ friendship/ love, to be flawed/imperfect/deficient, to leave one thing for another.","","dost","Friends"
532,"وسن","wsn","Root","to be in sleep, slumber, drowsiness.","","ne bir uyuklama","slumber"
533,"نوم","nwm","Root","to sleep, slumber, become calm, abate, dull, be numbed, dose.","","uykuda","sleep"
534,"كرس","krs","Root","To found (a building); to gather. (ku-r-si) the chair, the throne, dominion or power.","","tahtının","His Seat"
535,"اود","Awd","Root","to make tired, decline, incline towards its end.","","O'na ağır gelmez","tires Him"
536,"علو","Elw","Root","to be high, elevated, lofty, exalted, ascend, overcome, be proud/upon/over, go up, rise in rank or dignity, raise, take up, mount, overtop.","","ulu","Come"
537,"غوي","gwy","Root","to err, deviate or go astray, unmindful, neglectful, inattentive, inadvertent, inconsiderate, heedless, forgetful; be misled/seduced, disappointed, journey in the darkness, went far away therein; darkness, intensely black, the deepest black; the first part or state of youth; the belly","","azmadı","evil"
538,"عرو","Erw","Root","to come to a person, befall, overwhelm, smite, afflict. i'tara - to come down upon. urwatun - support, handle, everlasting, valuable property.","","kulpa","the handhold"
539,"فصم","fSm","Root","to break or crack without being separated.","","kopmayan","(will) break"
540,"شمس","$ms","Root","to be bright with sunshine, be glorious, be sunny. shams - sun.","","güneş","sun"
541,"بهت","bht","Root","confound/confuse/dumbfound, unable to see their right course, become affected with wonder, cut short, overcome, took by surprise, caught unaware suddenly, calumny, slander, false accusation.","","uydurup","slander"
542,"خوي","xwy","Root","Become empty/vacant/unoccupied, become devoid or destitute of it's occupants ( a place), fall down or become demolished, become empty of food (hunger in the belly), call or cry out, seize/take/carry off by force, make a space between one's upper arms and sides in prostration, lower the eyes or look towards the ground and desiring to be silent, dig a hole or hollow in the ground, abstain from food, lose reason or intellect, take away another person's possession.","","içi boş","fell"
